2,P,Accelerator
18,T,aconcises,Aconcises
5,Z,Aegwynn
5,P,AEW
2,P,AGIANTSMURF
5,R,Alex007
2,R,AlexTheWhite
116,T,ALive,aLive
5,Z,Allaryce
12,Z,AllHailLulu!
5,P,Aloha
6,T,Amaranthine
18,Z,Antis
2,T,Apogee
47,Z,Apologize
1,Z,Apologzie
36,T,AqueroN
28,T,Arctur
4,T,Ares
2,T,AresRush
2,Z,Arkthelegend
81,Z,Armani
2,P,Arrogfire
30,P,ArT
7,P,Ashbringer
158,P,Astrea
36,P,Asuna
4,Z,Asura
9,T,avilo,Avilo
4,T,Awers
57,T,Azure
33,P,Bails
2,T,Banquet
1,T,Basior
7,Z,Basset
14,T,BattleB
1,T,Bbyong
3,R,bchoo
28,T,Beastyqt
1,Z,Bedsoap
24,Z,Bee
1,P,Beowulf
15,P,Billowy
11,T,Binski,binski
42,Z,Bioice
38,PZ,Bistork
7,Z,Blast
1,P,Blaze
1,T,Bleak
17,Z,BLord
2,P,BluE
5,T,BlueCheese,Bluecheese
302,Z,Bly
26,P,Blysk
14,T,Bomber
5,Z,BoO
6,P,Bowman
1,Z,BraneloB
12,T,Brat OK
35,T,Brat_OK
2,T,BrAvO
52,Z,BreakingGG
7,Z,BreakYa
1,R,Broxy
1,T,Bryguy
3,T,BuBBa
217,T,Bunny,Bunny (Korean player)
12,T,Bunny (Danish player)
2,T,BuRning
63,P,ButAlways
6,T,Bykagan
29,Z,ByRada
69,Z,ByuL
270,T,ByuN
15,Z,CalebAracous
2,T,CancerMA
3,P,CaptainAM
6,Z,CarsickZerg
2,Z,CaStLeAGE
8,Z,CatZ
2,T,CealeR
27,Z,Cell
212,Z,Cham
13,Z,Chappy
19,Z,Chase
41,T,Chick
6,Z,ChiLL
1,P,Choya
13,Z,Cicada
7,Z,Clannad
2,R,Clarity
207,P,Classic (Kim Doh Woo),Classic
1,P,Clavie
364,T,Clem
79,P,Cloudy
2,P,CNProtoss
4,R,CoachZ
102,T,Coffee
1,R,Cosmonotter
25,P,Couguar
2,Z,CountWaffles
2,Z,Courage
6,Z,Crayon
109,P,Creator
29,P,Creature
6,T,Creed
62,Z,Crimson
2,T,CrucialNug
42,T,Cuddlebear
278,T,Cure
19,Z,Curious
242,PT,Cyan
1,P,Cyberdemon
2,T,DaeDaLuS
3,Z,DaGrassAssn
10,Z,DakkoN
13,Z,danran
22,Z,DarK
338,Z,Dark
6,T,DarkCarrot
3,T,DarkHydra
15,P,Darkness
14,Z,DarkUnnamed
7,P,Dastan
5,Z,Davdou
39,T,Dayshi
136,P,Dear
5,T,DeeDan
5,R,Delirium
69,Z,Demi
4,T,DeMiGoD
6,T,Demonizer
43,T,DeMusliM
141,Z,Denver
11,Z,DeParture
4,T,Deruziel
3,P,DeusVult
8,Z,DIMAGA
5,T,dimatovs28
4,Z,Dione
60,P,DisK
8,T,DisReSpeCT
5,T,Djaube
201,P,DnS
40,T,Dolan
7,P,DominiC
82,Z,DongRaeGu
2,Z,doodusmaximus
11,Z,DraconicDoom
18,P,Drager
4,T,Dragon
3,T,Dragon (Chinese player)
120,T,Dream (Korean Terran player),Dream
3,Z,DRG
3,Z,DRGLing
12,T,Drunkenboi
1,P,Durant
1,Z,DyyS
9,P,Early
8,Z,EF
9,Z,EGG
76,Z,eGGz,EGGz
47,T,Ein
8,T,EJK
467,Z,Elazer
2,P,EleMenTfiNi
3,P,Elgolden
3,Z,Elroye
7,T,Elusory
2,Z,Emil
2,P,EMotion
69,Z,EnDerr
8,Z,EndOfLine
2,P,EnigmA
4,Z,Enterprise
2,Z,EON
15,Z,EonBlu
72,T,Epic
3,P,Eradin
112,Z,Erik
2,T,Eternity
3,Z,Ethereal
5,P,Executor,Executor (Russian player)
3,Z,Exia
5,P,Exostriker
84,T,ExpecT,Expect
28,Z,Ezrc
8,ZR,F91
4,Z,FAFA
1,Z,Fallenger
32,T,FanTaSy
6,Z,Farmcakes
20,P,FeaR
2,P,feardragon
4,P,Fidchell
1,P,FightingFrog
14,Z,FireCake
122,P,Firefly
7,Z,FireFoX
14,Z,Fist
4,Z,FloW
1,Z,FoolofaTook
16,P,ForJumy
13,T,Forte (Korean player),Forte
2,T,FoxeR
5,ZT,Freeedom
24,P,Frustration
6,T,Fuego
7,PT,FuelY
3,T,FunKa
12,T,FuturE
117,T,Future,Future (Terran player)
27,Z,GAMETIME
7,Z,Garitos
3,Z,Geeden
9,P,Gemini
6,T,GENT
110,P,Gerald
6,T,Ghost
2,Z,GhostHell
5,P,GladiaTor
2,R,gnychis
87,P,goblin,Goblin
66,Z,GogojOey
10,Z,GOLDMADMAN
4,Z,Gongilimb
6,TP,GoOdy
5,Z,Graphix
2,T,Greg
2,Z,GSlayeR
205,T,GuMiho
101,P,GunGFuBanDa
25,Z,Guru
55,Z,HalfBreed
7,Z,HaNfy,Hanfy
12,T,Happy (Russian player)
333,P,Harstem
207,PZ,Has
33,Z,HateMe
129,P,Hellraiser
6,P,HerO
218,P,HerO(jOin),herO
372,T,HeRoMaRinE
9,T,Hickok,hickok
2,Z,HinO
3,Z,hiohu
1,T,Hiro
18,P,Hjax
3,P,HolyHit
4,Z,Honeybear
2,R,HoneyVinegar
17,P,HuK
3,T,HunteR
108,P,Hurricane
7,P,Hush
2,T,Hustle
45,T,HuT
50,Z,Hydra
1,P,HydraOrc
2,Z,HydrO
2,Z,HypemanQ
8,Z,HyuN
73,TZ,Iaguz,iaguz
2,Z,Ian
240,Z,iAsonu,IAsonu
4,T,IBIMarine
5,ZP,IdrALing
116,Z,Impact
6,Z,ImReady
4,P,iNcontroL,INcontroL
5,P,Indy
368,T,INnoVation
2,T,Intense
1,Z,IntOSunlighT
32,T,InZaNe
1,Z,Jaedong
2,P,jaedongoz
5,Z,James
8,P,Jamileon
56,T,Jarppi
7,T,Jason
3,T,JavieR
1,T,JEROS
21,T,jheffe,Jheffe
8,T,Jhonny
131,P,Jieshi,JieShi
10,Z,Jig
115,P,Jim,JIm
81,Z,JimRising
10,T,JIN
1,T,Jinioh
49,T,jjakji,Jjakji
4,P,JoCeLyN
20,Z,JoJo
150,Z,JonSnow
5,T,Journey
7,P,JusticeSimon
2,P,Kaboosh
8,Z,Kane
4,T,kaozfate,Kaozfate
1,T,KarmaPrime
77,T,Kas
2,T,kauP
3,Z,KawaiiRice
65,T,KeeN
3,T,Keevan
312,T,Kelazhur
1,Z,Keris
3,P,Ketchup
19,T,KevinLiu
1,T,KillerQueen
23,P,KingCobra
16,Z,KingKong
2,T,kiwian
4,T,KoMA
11,T,Kozan
2,P,Krr
45,P,Krystianer
2,T,Kuga
5,T,Kurafi
2,Z,Kuyzz
3,Z,LambNRice
322,Z,Lambo
8,T,LeeLee
50,Z,Leenock
2,Z,Leifeng Cup
7,Z,LeMiche
22,ZT,Lemon
2,T,Leon
31,P,Lilbow
16,T,Lillekanin
1,P,Lisandro
14,T,LittleWolf
9,PT,Lobo
4,T,LokanBro
2,T,LordLuo
43,Z,Losira
2,Z,Louis
3,Z,Lowko
17,Z,LsEbA
3,T,LucifroN
6,P,Lucky
2,P,Lucky (American Protoss)
3,P,Luke
2,P,Luneth
1,P,MacroLee
158,P,MacSed
6,P,Majestic
35,T,MajOr
6,T,MAKE
9,T,Maker
318,P,MaNa
7,P,Maplez
154,TP,MarineLorD
4,P,Marsman
310,T,Maru
262,T,MaSa
5,P,MasTeR
1,T,MasterVasya
1,Z,MasterYasha
9,T,Matvey
128,P,MaxPax
2,T,Maynarde
1,Z,Mayuki
3,Z,Maze
13,P,MC
89,P,MCanning
16,Z,McMonroe
1,T,Megad1mon
4,X,meisah
94,Z,MeomaikA
1,R,MERCDuSk
2,P,Mhodesty
50,ZR,MightyKiwi
35,T,MilkiCow
7,Z,Minato
2,Z,Minatoeh
15,P,MindelVK
11,Z,Misaki
3,Z,Mixu
3,T,MLT
3,Z,mLty
16,T,MMA
2,T,Mode
1,T,MODEUS
1,T,Moja
6,T,MoldedPixels
5,P,MoRiArTy
1,P,MorroW
4,T,MR.ROBOT
1,Z,MrLEzOffFire
5,Z,msrm
2,Z,Musou
3,Z,Mustang
1,P,MygraiN
5,P,mykohchoo
5,Z,MysteryMan
2,P,MysticSecret
2,T,MythiC
19,P,MyuNgSiK
4,Z,NaCL
240,Z,Namshar
4,P,NaNiwa
17,P,nanO,NanO
4,T,Nathanias
18,T,NaXin,naxiN,Naxin
478,PZ,Neeb
3,P,Neeblet
8,P,Nerazim
234,Z,Nerchio
8,P,NethuNe
152,P,Nice
2,T,NiceUsername
7,T,Nicoract
25,P,NightEnD,NightEnd
14,P,NightMare
5,Z,NightMares
138,P,Nina
10,P,Ninja
13,T,Ninkazi
3,Z,Nitix
2,Z,Noispaxen
2,P,NonY
35,Z,NoRegreT
3,T,nOtoRioUsPiG
2,T,NSGJoe
37,Z,NXZ
5,P,Nzs
3,P,Octomologyst
8,Z,OdiN
13,P,omgabanana,Omgabanana
44,T,Optimus,Optimus (player)
16,Z,Oreo
47,P,Pacomike
2,P,Pancakes
48,Z,PandaBearMe
4,P,PAPI
4,P,PappiJoe
141,P,PartinG
146,P,Patience
21,P,PattyMac
4,Z,Pegasus
2,Z,PenguiN
33,Z,PengWin
42,Z,Peppy
2,T,Percival
7,Z,Pet
16,Z,Petraeus
39,P,Pezz
1,T,PhyNixSonski
32,ZRP,PiG
36,T,Piglet,piglet
116,P,PiLiPiLi
5,Z,Pinister
4,Z,Plurmorant
4,P,Poizon
35,T,Pokebunny
42,T,Polt
2,T,Powerfoe
5,P,PraetorFenix
2,P,Primelot
9,P,Prince
16,P,printf,Printf
2,T,PrintSc
191,P,Probe (player),Probe
1,T,Prostyme
40,T,PSiArc
2,T,Psych
271,PT,PtitDrogo
70,P,puCK
38,Z,Punk
14,T,PureLegacy
18,P,Qike
6,P,QuaNTeL,Quantel
4,T,Qxc
10,Z,QzDdb
129,Z,RagnaroK
73,P,Rail
3,T,Rakan
27,P,Ranger
61,Z,Rattata
11,T,Raza
43,TP,Raze
2,P,Razer
3,T,RazerBlader
10,T,Reality
7,P,Rengen
5,T,Replicant
4,Z,ReStart
2,Z,RevoLutioN
9,Z,Revolver
2,P,ReWhite
124,Z,Rex
414,Z,Reynor
2,Z,Ribeye
6,T,Ricemonkey,ricemonkey
15,Z,Rilakkuma
1,Z,Rime
8,PZ,RinKokonoe
77,Z,RiSky
2,P,Rize
27,P,Rob
2,R,robbus
341,Z,Rogue
1,P,Romson
3,Z,Rookwood
30,Z,Rose
8,P,RotterdaM
1,Z,RSM
10,T,RuFF,Ruff
18,T,RunaMoK
56,PT,Rushcrazy
80,Z,Ryu
89,T,Ryung
5,T,SaberAltoria
2,Z,Sacrilege
1,Z,Sacsri
3,P,Saiko
4,Z,Saito
1,P,Sakura
34,Z,Sakya
2,T,SaLemandr
8,Z,San
3,Z,San (Russian player)
4,R,SaNTaSaN
5,Z,Savage
1,P,Savegirls
23,Z,ScaM
388,ZPT,Scarlett
2,Z,Scorpling
2,Z,Scorplingg
8,P,Seed
1,P,Seigifried
145,T,Seither
3,T,Sektor
103,TP,Semper
42,Z,Sen
526,Z,Serral
1,P,Seven
5,P,Seventy91
87,P,ShaDoWn
34,TP,Shana
6,P,Shang
2,T,Shiek
1,Z,Shine (Lee Young Han)
7,Z,Shino,ShinO
1,T,Shiny Ray
6,Z,Shiro
7,Z,ShmubDub
2,Z,ShoeGaze
440,P,ShoWTimE
101,Z,Silky,Silky (American player),Silky (Chinese player)
7,T,Sinner
23,Z,Sioras
6,Z,SirRobin
2,T,skiboots
130,P,SKillous
7,T,Skyler
2,Z,Slam
1,Z,SleepCOW
4,Z,sLivko
31,TZ,Smile,Smile (Peruvian player)
1,Z,SmokeSheeP
237,Z,Snute
18,P,Socke
484,Z,Solar
6,Z,SolO
286,Z,SoO,soO
2,T,Sorry
193,Z,SortOf
159,P,SOs,sOs
4,T,Sottorks
166,T,souL
34,Z,SouLeer
15,Z,Soulkey
10,Z,SoulSpirit
1,P,SpaceMarine
11,T,Sparrow
9,P,Spatz
2,Z,Spazymazy
6,T,Spear
348,T,SpeCial
9,T,SpeeD
93,T,Spirit
4,T,splr1t
9,Z,Starbuck
18,P,StarDuck
38,Z,starkiller,Starkiller
2,Z,Starmaster
5,P,State
3,P,StatiC
322,P,Stats
1,P,Stats*
2,P,STdai
2,P,StealthyBanana
160,Z,Stephano
12,P,Stork
58,P,Strange
25,T,StriKE
18,T,Sugar
4,P,Summer
1,Z,SunSet
35,P,Super,Super (Korean player)
35,Z,Suppy
6,T,Surprise
3,Z,SwEEt
12,Z,SyberCat
5,Z,Symbol
52,T,TaeJa
12,T,TAGurPRGNANT
2,P,TAiLS
6,Z,Tambi
4,P,Tarrantius
29,P,TeebuL
1,Z,Tefel
3,T,Teletubby
30,T,TerraN
18,P,Tesla
1,P,TGR
1,P,Theo
4,T,THERIDDLER
21,Z,TheZergLord
3,Z,Ticklebandit
1,P,Tiger (Russian player)
346,T,TIME
4,P,Timor
3,T,Timorus
158,Z,TLO
3,Z,TNG
4,Z,TomikuS
191,Z,TooDming
9,P,Top
4,Z,TopRush
1,P,TopSpecnaz
2,P,Tossboy
6,Z,TotoDile
6,Z,Towelie
298,P,Trap
35,P,TriGGeR,Trigger
1,Z,Tripp
172,Z,TRUE
33,P,Trust
3,P,TTLK
5,ZR,Tugboat
3,Z,Tunico
6,P,TurkeyDano
290,T,TY
1,R,Tyrant
9,Z,Ukko
3,T,UpATree
414,TP,uThermal,UThermal
3,Z,Vaisravana
36,Z,Vanya
2,R,Vesuveus
3,Z,ViBE
78,T,Vindicta
31,Z,ViOLet,viOLet
4,Z,vipor,Vipor
2,P,Virium
1,Z,VitamiN
20,Z,Vivid
13,Z,Voltz
8,Z,VortiX
12,Z,Wally
2,T,Wanderer
28,Z,Wanted
3,T,Wardi
4,Z,Warren,WarreN
18,P,Welmu
5,T,WildGame
6,P,wiNgiAN,WiNgiAN
30,Z,Winter (Swedish player),Winter
2,Z,WorldisDoom
4,Z,Wryza
143,Z,XiGua
15,T,xKawaiian
3,P,Xpired
2,Z,Xray
2,P,Xsir
3,Z,xtremexion
168,T,XY
6,P,YB
6,Z,YellowFox
24,Z,YoGer
13,Z,YoGo
5,T,Yohilo
5,P,YoungStar
9,Z,YoungYakov
44,Z,Yours
3,P,yryf
5,P,ZagerTSRrush
116,Z,Zanster
2,P,ZanyDruid
5,P,Zeal,Zeal (American player)
3,Z,ZenedoR
8,Z,ZergGirl
14,Z,Zerghamdi
468,P,Zest
3,Z,ZhuGeLiang
43,T,Ziggy,ZiGGy
7,P,Ziomek
1,T,ZipperTheFly
3,T,ZombieGrub
94,P,Zoun
6,T,Zycart
4,P,ВИЗГЕР
4,P,ПапинТапок
6,P,乾坤坎离震巽艮兑
4,P,刘汉儒
6,Z,勤能补拙小工蜂
1,T,厦门孙一峰
4,X,孙紫玉
5,T,小坚强
4,P,张家良
2,T,新手
3,T,曾皓
3,T,有義氣為兄弟
4,X,李江蛟
4,X,李耕
2,Z,泉水沟之王
4,T,肖琨琨
4,X,邓晶
2,Z,雾歌
6,T,风间琉璃
2,P,高冷小傲娇
