level,start,end,name,link,prize
major,20160109,20160124,GPL 2015 - Grand Finals,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
premier,20160122,20160124,2016 DreamHack Open: Leipzig,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160201,20160202,IEM Season X - Taipei,https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,"2016 WCS Winter Regional Challengers: Oceania, SEA, Japan",https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Oceania_SEA_Japan,10000
major,20160208,20160217,Copa América 2016 Season 1,https://liquipedia.net/starcraft2/Copa_America_2016/Season_1,10000
premier,20160302,20160305,2016 WCS Circuit: Winter Circuit Championship,https://liquipedia.net/starcraft2/2016_WCS_Winter_Circuit_Championship,150000
major,20160218,20160316,Ting Open Season 1,https://liquipedia.net/starcraft2/Ting_Open_Season_1,5000
premier,20160321,20160326,Gold Series International 2016,https://liquipedia.net/starcraft2/Gold_Series_International_2016,50000
major,20160406,20160406,2016 WCS Spring Regional Challengers: China,https://liquipedia.net/starcraft2/2016_WCS_Spring_Regional_Challengers/China,10000
premier,20160107,20160409,2016 StarCraft II StarLeague Season 1,https://liquipedia.net/starcraft2/2016_StarCraft_II_StarLeague_Season_1/Main_Event,113364
major,20160331,20160409,Copa América 2016 Season 2,https://liquipedia.net/starcraft2/Copa_America_2016/Season_2,10000
major,20160408,20160409,2016 WCS Spring Regional Challengers: Europe,https://liquipedia.net/starcraft2/2016_WCS_Spring_Regional_Challengers/Europe,10000
major,20160408,20160409,2016 WCS Spring Regional Challengers: North America,https://liquipedia.net/starcraft2/2016_WCS_Spring_Regional_Challengers/North_America,10000
major,20160416,20160417,"2016 WCS Spring Regional Challengers: Oceania, SEA, Japan",https://liquipedia.net/starcraft2/2016_WCS_Spring_Regional_Challengers/Oceania_SEA_Japan,10000
major,20160328,20160423,"2016 WCS Spring Regional Challengers: Taiwan, Hong Kong, Macau",https://liquipedia.net/starcraft2/2016_WCS_Spring_Regional_Challengers/Taiwan_Hong_Kong_Macau,9275
premier,20160108,20160501,2016 Global StarCraft II League Season 1,https://liquipedia.net/starcraft2/2016_Global_StarCraft_II_League_Season_1/Code_S,194480
major,20160308,20160508,ESL Meisterschaft - Spring Season 2016,https://liquipedia.net/starcraft2/ESL_Meisterschaft/Spring_Season_2016,6272
premier,20160506,20160508,2016 DreamHack Open: Austin,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Austin,50000
premier,20160514,20160516,2016 WCS Circuit: Spring Circuit Championship,https://liquipedia.net/starcraft2/2016_WCS_Spring_Circuit_Championship,150000
major,20160414,20160520,World Cyber Arena 2016: Asia Spring Qualifier,https://liquipedia.net/starcraft2/World_Cyber_Arena_2016/Asia/Spring,15350
premier,20160522,20160522,2016 WCS Korea Season 1 Cross Finals,https://liquipedia.net/starcraft2/2016_WCS_Korea_Season_1_Cross_Finals,25740
major,20160331,20160523,2016 Kung Fu Cup Season 1,https://liquipedia.net/starcraft2/Kung_Fu_Cup/2016/1,23000
major,20160523,20160531,BaseTradeTV Map Test Tournament,https://liquipedia.net/starcraft2/BaseTradeTV_Map_Test_Tournament,4050
major,20160618,20160618,E-Sport SM 2016 Finals,https://liquipedia.net/starcraft2/E-Sport_SM_2016/Finals,4800
major,20160618,20160619,"2016 WCS Summer Regional Challengers: Oceania, SEA, Japan",https://liquipedia.net/starcraft2/2016_WCS_Summer_Regional_Challengers/Oceania_SEA_Japan,10000
premier,20160623,20160626,HomeStory Cup XIII,https://liquipedia.net/starcraft2/HomeStory_Cup/13,20000
major,20160623,20160703,GPL 2016 Season 2,https://liquipedia.net/starcraft2/GPL_2016_Season_2/Premier,14120
major,20160626,20160703,"2016 WCS Summer Regional Challengers: Taiwan, Hong Kong, Macau",https://liquipedia.net/starcraft2/2016_WCS_Summer_Regional_Challengers/Taiwan_Hong_Kong_Macau,9317
major,20160627,20160709,Copa América 2016 Season 3,https://liquipedia.net/starcraft2/Copa_America_2016/Season_3,10000
major,20160708,20160709,2016 WCS Summer Regional Challengers: Europe,https://liquipedia.net/starcraft2/2016_WCS_Summer_Regional_Challengers/Europe,10000
major,20160708,20160709,2016 WCS Summer Regional Challengers: North America,https://liquipedia.net/starcraft2/2016_WCS_Summer_Regional_Challengers/North_America,10000
premier,20160714,20160716,2016 DreamHack Open: Valencia,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Valencia,50000
major,20160723,20160724,Cheesadelphia Summer 2016,https://liquipedia.net/starcraft2/Cheesadelphia_Summer_2016,4000
premier,20160728,20160731,IEM Season XI - Shanghai,https://liquipedia.net/starcraft2/IEM_Season_XI_-_Shanghai,50000
major,20160801,20160807,NEO Star League 2016 International,https://liquipedia.net/starcraft2/NEO_Star_League_2016_Season_1/International,62300
premier,20160812,20160814,2016 WCS Circuit: Summer Circuit Championship,https://liquipedia.net/starcraft2/2016_WCS_Summer_Circuit_Championship,150000
major,20160819,20160820,Bonjwa Cup,https://liquipedia.net/starcraft2/Bonjwa_Cup,6229
major,20160809,20160827,World Cyber Arena 2016: Europe Qualifier,https://liquipedia.net/starcraft2/World_Cyber_Arena_2016/Europe,15082
major,20160627,20160828,ESL Meisterschaft - Summer Season 2016,https://liquipedia.net/starcraft2/ESL_Meisterschaft/Summer_Season_2016,4816
major,20160826,20160828,WESG 2016 - Africa  Middle East Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2016/Africa_%26_Middle_East,27428
premier,20160527,20160910,2016 Global StarCraft II League Season 2,https://liquipedia.net/starcraft2/2016_Global_StarCraft_II_League_Season_2/Code_S,194480
premier,20160602,20160911,2016 StarCraft II StarLeague Season 2,https://liquipedia.net/starcraft2/2016_StarCraft_II_StarLeague_Season_2/Main_Event,120000
premier,20160910,20160911,WCS Copa Intercontinental,https://liquipedia.net/starcraft2/WCS_Copa_Intercontinental,50000
premier,20160925,20160925,2016 WCS Korea Season 2 Cross Finals,https://liquipedia.net/starcraft2/2016_WCS_Korea_Season_2_Cross_Finals,25740
major,20160925,20160925,Kings of the North Season 3,https://liquipedia.net/starcraft2/Kings_of_the_North_Season_3,3832
premier,20160927,20161003,2016 KeSPA Cup,https://liquipedia.net/starcraft2/2016_KeSPA_Cup,49735
major,20161001,20161004,WESG 2016 - Asia-Pacific China Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2016/Asia-Pacific/China,8088
major,20161006,20161009,WESG 2016 - Europe  CIS Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2016/Europe_%26_CIS,27428
major,20161013,20161014,Copa América 2016 Grand Finals,https://liquipedia.net/starcraft2/Copa_America_2016/Finals,10000
major,20161020,20161021,TaKe's Penthouse Party,https://liquipedia.net/starcraft2/TaKe%27s_Penthouse_Party_1,4350
major,20161011,20161023,2016 Kung Fu Cup Season 2,https://liquipedia.net/starcraft2/Kung_Fu_Cup/2016/2,23000
major,20161021,20161023,WESG 2016 - North  South America Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2016/North_%26_South_America,27428
premier,20161027,20161105,2016 WCS Global Playoffs and Finals,https://liquipedia.net/starcraft2/2016_WCS_Global_Playoffs_and_Finals,500000
major,20160919,20161111,World Cyber Arena 2016: China Season 3,https://liquipedia.net/starcraft2/World_Cyber_Arena_2016/China/Season_3,15350
major,20161110,20161112,WESG 2016 - Asia-Pacific Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2016/Asia-Pacific,27428
major,20161111,20161113,World Cyber Arena StarCraft 2016 Americas Qualifier,https://liquipedia.net/starcraft2/World_Cyber_Arena_2016/Americas,13900
major,20161109,20161114,StarCraft II Cataclysm Tournament: The Beginning,https://liquipedia.net/starcraft2/StarCraft_II_Cataclysm_Tournament,6470
premier,20161117,20161120,HomeStory Cup XIV,https://liquipedia.net/starcraft2/HomeStory_Cup/14,20000
major,20161124,20161124,Nordic Championship 2016,https://liquipedia.net/starcraft2/Nordic_Championship_2016,5272
premier,20161210,20161212,World Cyber Arena 2016 Global Finals,https://liquipedia.net/starcraft2/World_Cyber_Arena_2016,43678
premier,20161214,20161218,IEM Season XI - Gyeonggi,https://liquipedia.net/starcraft2/IEM_Season_XI_-_Gyeonggi,35000
major,20161229,20170101,National Electronic Sports Open 2016,https://liquipedia.net/starcraft2/National_Electronic_Sports_Open_2016,12955
major,20161216,20170108,GPL 2016 - Grand Finals,https://liquipedia.net/starcraft2/GPL_2016/Grand_Finals,17305
major,20170101,20170108,OSC Championship Season 4,https://liquipedia.net/starcraft2/OSC_Championship_4,10000
major,20170107,20170108,Cheeseadelphia 4,https://liquipedia.net/starcraft2/Cheeseadelphia_4,4000
premier,20170112,20170115,World Electronic Sports Games 2016,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2016,402000
premier,20170227,20170305,IEM Season XI - World Championship,https://liquipedia.net/starcraft2/IEM_Season_XI_-_World_Championship,250000
premier,20170104,20170326,2017 Global StarCraft II League Season 1,https://liquipedia.net/starcraft2/2017_Global_StarCraft_II_League_Season_1/Code_S,142660
major,20170208,20170326,Ting Open Season 3,https://liquipedia.net/starcraft2/Ting_Open_Season_3,5000
major,20170318,20170326,Copa América 2017 Season 1,https://liquipedia.net/starcraft2/Copa_America_2017/Season_1,10000
major,20170328,20170401,2017 WCS Austin - North America,https://liquipedia.net/starcraft2/2017_WCS_Austin/Qualifiers/North_America,10000
major,20170325,20170402,"2017 WCS Austin - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2017_WCS_Austin/Qualifiers/SEA_Oceania,10000
major,20170404,20170408,2017 WCS Austin - Europe,https://liquipedia.net/starcraft2/2017_WCS_Austin/Qualifiers/Europe,10000
major,20170323,20170409,GPL 2017 Season 1 First Half,https://liquipedia.net/starcraft2/GPL_2017_Season_1_First_Half,24350
premier,20170406,20170409,2017 AfreecaTV GSL Super Tournament 1,https://liquipedia.net/starcraft2/2017_AfreecaTV_GSL_Super_Tournament_1,26940
major,20170401,20170413,"2017 WCS Austin - Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2017_WCS_Austin/Qualifiers/Taiwan,10000
major,20170316,20170420,2017 VSL Season 1 - Individual League,https://liquipedia.net/starcraft2/2017_VSL_Season_1/Individual_League,8762
premier,20170428,20170430,2017 WCS Austin,https://liquipedia.net/starcraft2/2017_WCS_Austin,100000
major,20170505,20170507,TaKe's Penthouse Party 2,https://liquipedia.net/starcraft2/TaKe%27s_Penthouse_Party_2,4350
major,20170506,20170507,DreamHack Tours 2017,https://liquipedia.net/starcraft2/2017_DreamHack/Tours,5499
major,20170516,20170520,2017 WCS Jönköping - Europe Qualifier,https://liquipedia.net/starcraft2/2017_WCS_J%C3%B6nk%C3%B6ping/Qualifiers/Europe,10000
major,20170503,20170521,GPL 2017 Season 1 Second Half,https://liquipedia.net/starcraft2/GPL_2017_Season_1_Second_Half,24404
major,20170513,20170521,"2017 WCS Jönköping - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2017_WCS_J%C3%B6nk%C3%B6ping/Qualifiers/SEA_Oceania,7423
major,20170516,20170525,"2017 WCS Jönköping - Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2017_WCS_J%C3%B6nk%C3%B6ping/Qualifiers/Taiwan,9824
major,20170523,20170527,2017 WCS Jönköping - North America Qualifier,https://liquipedia.net/starcraft2/2017_WCS_J%C3%B6nk%C3%B6ping/Qualifiers/North_America,10000
major,20170516,20170528,Copa América 2017 Season 2,https://liquipedia.net/starcraft2/Copa_America_2017/Season_2,10000
major,20170324,20170603,2017 StarCraft II StarLeague Season 1 - Challenge,https://liquipedia.net/starcraft2/2017_StarCraft_II_StarLeague_Season_1/Challenge,11960
major,20170530,20170603,2017 WCS Valencia - Europe,https://liquipedia.net/starcraft2/2017_WCS_Valencia/Qualifiers/Europe,10000
major,20170530,20170608,"2017 WCS Valencia - Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2017_WCS_Valencia/Qualifiers/Taiwan,9824
premier,20170320,20170610,2017 StarCraft II StarLeague Season 1 - Premier,https://liquipedia.net/starcraft2/2017_StarCraft_II_StarLeague_Season_1/Premier,54910
major,20170606,20170610,2017 WCS Valencia - North America,https://liquipedia.net/starcraft2/2017_WCS_Valencia/Qualifiers/North_America,10000
major,20170617,20170618,Game Land Invitational,https://liquipedia.net/starcraft2/Game_Land_Invitational,7320
premier,20170617,20170619,2017 WCS Jönköping,https://liquipedia.net/starcraft2/2017_WCS_J%C3%B6nk%C3%B6ping,100000
premier,20170419,20170624,2017 Global StarCraft II League Season 2,https://liquipedia.net/starcraft2/2017_Global_StarCraft_II_League_Season_2/Code_S,152100
major,20170610,20170624,"2017 WCS Valencia - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2017_WCS_Valencia/Qualifiers/SEA_Oceania,7542
major,20170625,20170630,GPL 2017 Season 2,https://liquipedia.net/starcraft2/GPL_2017_Season_2,8550
major,20170605,20170702,Copa América 2017 Season 3,https://liquipedia.net/starcraft2/Copa_America_2017/Season_3,10000
major,20170602,20170707,2017 VSL Season 2 - Individual League,https://liquipedia.net/starcraft2/2017_VSL_Season_2/Individual_League,8840
premier,20170713,20170715,2017 WCS Valencia,https://liquipedia.net/starcraft2/2017_WCS_Valencia,100000
major,20170720,20170723,HomeStory Cup XV,https://liquipedia.net/starcraft2/HomeStory_Cup/15,10000
major,20170721,20170723,DreamHack Atlanta 2017 BYOC,https://liquipedia.net/starcraft2/2017_DreamHack/Atlanta,7500
premier,20170727,20170730,IEM Season XII - Shanghai,https://liquipedia.net/starcraft2/IEM_Season_XII_-_Shanghai,25000
major,20170729,20170730,Cheeseadelphia 5,https://liquipedia.net/starcraft2/Cheeseadelphia_5,5000
major,20170723,20170803,"2017 WCS Montreal - Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2017_WCS_Montreal/Qualifiers/Taiwan,9824
major,20170629,20170805,Nordic Championship 2017 Summer,https://liquipedia.net/starcraft2/Nordic_Championship_2017/Summer,6182
premier,20170803,20170806,2017 GSL vs the World,https://liquipedia.net/starcraft2/2017_GSL_vs._the_World,96000
major,20170805,20170813,Copa América 2017 Season 4,https://liquipedia.net/starcraft2/Copa_America_2017/Season_4,10000
major,20170809,20170816,GPL 2017 Season 3,https://liquipedia.net/starcraft2/GPL_2017_Season_3,8550
major,20170818,20170819,2017 WCS Montreal - Europe,https://liquipedia.net/starcraft2/2017_WCS_Montreal/Qualifiers/Europe,10000
major,20170805,20170826,"2017 WCS Montreal - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2017_WCS_Montreal/Qualifiers/SEA_Oceania,7903
major,20170825,20170826,2017 WCS Montreal - North America,https://liquipedia.net/starcraft2/2017_WCS_Montreal/Qualifiers/North_America,10000
major,20170702,20170827,Master's Coliseum 1,https://liquipedia.net/starcraft2/Master%27s_Coliseum/1,10000
major,20170907,20170910,WESG 2017 - Asia-Pacific China Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2017/Asia-Pacific/China,7926
premier,20170908,20170910,2017 WCS Montreal,https://liquipedia.net/starcraft2/2017_WCS_Montreal,100000
premier,20170705,20170916,2017 Global StarCraft II League Season 3,https://liquipedia.net/starcraft2/2017_Global_StarCraft_II_League_Season_3/Code_S,152100
major,20170701,20170918,2017 StarCraft II StarLeague Season 2 - Challenge,https://liquipedia.net/starcraft2/2017_StarCraft_II_StarLeague_Season_2/Challenge,11960
major,20170912,20170919,Ballistix Brawl Finals #1,https://liquipedia.net/starcraft2/Ballistix_Brawl/Finals_1,5000
major,20170916,20170922,WardiTV Team Liquid Map Contest,https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament,4000
premier,20170703,20170924,2017 StarCraft II StarLeague Season 2 - Premier,https://liquipedia.net/starcraft2/2017_StarCraft_II_StarLeague_Season_2/Premier,54910
premier,20170928,20171001,2017 AfreecaTV GSL Super Tournament 2,https://liquipedia.net/starcraft2/2017_AfreecaTV_GSL_Super_Tournament_2,26940
major,20170929,20171001,TaKe's Penthouse Party 3,https://liquipedia.net/starcraft2/TaKe%27s_Penthouse_Party_3,4350
major,20171003,20171013,Master's Coliseum 2,https://liquipedia.net/starcraft2/Master%27s_Coliseum/2,10000
premier,20171027,20171104,2017 WCS Global Finals,https://liquipedia.net/starcraft2/2017_WCS_Global_Finals,700000
premier,20171109,20171112,HomeStory Cup XVI,https://liquipedia.net/starcraft2/HomeStory_Cup/16,20000
major,20170523,20171119,Kung Fu Super League 2017,https://liquipedia.net/starcraft2/Kung_Fu_Super_League_2017,17000
major,20171112,20171125,2018 WCS Leipzig: China Qualifier,https://liquipedia.net/starcraft2/GPL_2017_Season_4,8550
major,20171007,20171126,Ting Open Season 4,https://liquipedia.net/starcraft2/Ting_Open_Season_4,4000
major,20171123,20171126,WESG 2017 - European Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2017/Europe_%26_CIS,40000
major,20171026,20171201,Nordic Championship 2017 Winter,https://liquipedia.net/starcraft2/Nordic_Championship_2017/Winter,6145
major,20171202,20171210,"2018 WCS Leipzig: Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2018_WCS_Leipzig/Qualifiers/Taiwan,9981
major,20171215,20171217,National Electronic Sports Open 2017,https://liquipedia.net/starcraft2/National_Electronic_Sports_Open_2017,13635
major,20171207,20171230,PeopleImages Starcraft League,https://liquipedia.net/starcraft2/PeopleImages_Starcraft_League,7000
major,20180105,20180107,2018 WCS Leipzig - Europe Qualifier,https://liquipedia.net/starcraft2/2018_WCS_Leipzig/Qualifiers/Europe,10000
major,20180105,20180107,2018 WCS Leipzig - North America Qualifier,https://liquipedia.net/starcraft2/2018_WCS_Leipzig/Qualifiers/North_America,10000
major,20180106,20180107,"2018 WCS Leipzig - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2018_WCS_Leipzig/Qualifiers/SEA_Oceania,7660
major,20180104,20180114,OSC Championship Season 5,https://liquipedia.net/starcraft2/OSC_Championship_5,10000
major,20180111,20180114,WESG 2017 - Asia-Pacific Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2017/Asia-Pacific,40000
major,20180113,20180114,2018 WCS Leipzig - Latin America Qualifier,https://liquipedia.net/starcraft2/2018_WCS_Leipzig/Qualifiers/Latin_America,10000
major,20180120,20180121,Cheeseadelphia 6,https://liquipedia.net/starcraft2/Cheeseadelphia_6,7500
premier,20180126,20180128,2018 WCS Leipzig,https://liquipedia.net/starcraft2/2018_WCS_Leipzig,101000
major,20180201,20180204,WESG 2017 - North  South America Qualifier,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2017/North_%26_South_America,34000
major,20180202,20180204,GPL 2017 - Grand Finals,https://liquipedia.net/starcraft2/GPL_2017_Grand_Finals,19070
premier,20180205,20180207,IEM Season XII - PyeongChang,https://liquipedia.net/starcraft2/IEM_Season_XII_-_PyeongChang,150000
major,20180214,20180220,WardiTV Team Liquid Map Contest #2,https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament_2,4000
premier,20180226,20180304,IEM Season XII - World Championship,https://liquipedia.net/starcraft2/IEM_Season_XII_-_World_Championship,412000
premier,20180313,20180318,World Electronic Sports Games 2017,https://liquipedia.net/starcraft2/World_Electronic_Sports_Games_2017,400000
major,20180320,20180324,GPL 2018 Season 1,https://liquipedia.net/starcraft2/GPL_2018_Season_1,12015
premier,20180106,20180331,2018 Global StarCraft II League Season 1,https://liquipedia.net/starcraft2/2018_Global_StarCraft_II_League_Season_1/Code_S,159452
premier,20180405,20180408,2018 AfreecaTV GSL Super Tournament 1,https://liquipedia.net/starcraft2/2018_AfreecaTV_GSL_Super_Tournament_1,28185
major,20180422,20180422,"2018 WCS Austin: Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2018_WCS_Austin/Qualifiers/Taiwan,10261
major,20180429,20180501,2018 Hangzhou StarCraft Carnival,https://liquipedia.net/starcraft2/2018_Hangzhou_StarCraft_Carnival,47310
major,20180505,20180505,"2018 WCS Austin - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2018_WCS_Austin/Qualifiers/SEA_Oceania,7660
major,20180418,20180506,Copa América 2018 Season 1,https://liquipedia.net/starcraft2/Copa_America_2018/Season_1,10000
major,20180414,20180512,2018 WCS Austin - Europe Qualifier,https://liquipedia.net/starcraft2/2018_WCS_Austin/Qualifiers/Europe,10000
major,20180507,20180512,GPL 2018 Season 2,https://liquipedia.net/starcraft2/GPL_2018_Season_2,12015
major,20180414,20180513,2018 WCS Austin - North America Qualifier,https://liquipedia.net/starcraft2/2018_WCS_Austin/Qualifiers/North_America,10000
major,20180518,20180519,BTSL S1: Vancouver,https://liquipedia.net/starcraft2/BaseTradeTV_Star_League/2018/Season_1/BTSL:_Vancouver,8000
major,20180526,20180527,PeopleImages Starcraft League 2,https://liquipedia.net/starcraft2/PeopleImages_Starcraft_League_2,6000
premier,20180601,20180603,2018 WCS Austin,https://liquipedia.net/starcraft2/2018_WCS_Austin,101000
major,20180617,20180617,"2018 WCS Valencia - Oceania, SEA Qualifier",https://liquipedia.net/starcraft2/2018_WCS_Valencia/Qualifiers/SEA_Oceania,7660
premier,20180418,20180623,2018 Global StarCraft II League Season 2,https://liquipedia.net/starcraft2/2018_Global_StarCraft_II_League_Season_2/Code_S,159474
major,20180610,20180623,"2018 WCS Valencia - Taiwan, Hong Kong, Macau and Japan Qualifier",https://liquipedia.net/starcraft2/2018_WCS_Valencia/Qualifiers/Taiwan,10261
major,20180613,20180623,2018 WCS Valencia - Europe Qualifier,https://liquipedia.net/starcraft2/2018_WCS_Valencia/Qualifiers/Europe,10000
major,20180607,20180624,Copa América 2018 Season 2,https://liquipedia.net/starcraft2/Copa_America_2018/Season_2,10000
